#资金帐户     |交易市场|证券账户    |证券代码     |可用股份数           |成本价
#FundAcc C12|Market|SecuAcc    |StockCode C6|StkAvlQty          |CostPrice
B880000384  |1     |B880000384 |600000      |1000000000                |0
B880000384  |1     |B880000384 |603617      |1000000000                |0
B880000384  |1     |B880000384 |603618      |1000000000                |0
B880000384  |1     |B880000384 |603626      |1000000000                |0
B880000384  |1     |B880000384 |603628      |1000000000                |0
B880000384  |1     |B880000384 |603630      |1000000000                |0
B880000384  |1     |B880000384 |603633      |1000000000                |0
B880000384  |1     |B880000384 |603636      |1000000000                |0
B880000384  |1     |B880000384 |603637      |1000000000                |0
B880000384  |1     |B880000384 |603638      |1000000000                |0
B880000384  |1     |B880000384 |603639      |1000000000                |0
B880000384  |1     |B880000384 |603656      |1000000000                |0
B880000384  |1     |B880000384 |603658      |1000000000                |0
B880000384  |1     |B880000384 |603660      |1000000000                |0
B880000384  |1     |B880000384 |603663      |1000000000                |0
B880000384  |1     |B880000384 |603665      |1000000000                |0
B880000384  |1     |B880000384 |603667      |1000000000                |0
B880000384  |1     |B880000384 |603668      |1000000000                |0
B880000384  |1     |B880000384 |603669      |1000000000                |0
B880000384  |1     |B880000384 |603677      |1000000000                |0
B880000384  |1     |B880000384 |603678      |1000000000                |0
B880000384  |1     |B880000384 |603679      |1000000000                |0
B880000384  |1     |B880000384 |603686      |1000000000                |0
B880000384  |1     |B880000384 |603688      |1000000000                |0
B880000384  |1     |B880000384 |603689      |1000000000                |0
B880000384  |1     |B880000384 |603690      |1000000000                |0
B880000384  |1     |B880000384 |603696      |1000000000                |0
B880000384  |1     |B880000384 |603698      |1000000000                |0
B880000384  |1     |B880000384 |603699      |1000000000                |0
B880000384  |1     |B880000384 |603701      |1000000000                |0
B880000384  |1     |B880000384 |603703      |1000000000                |0
B880000384  |1     |B880000384 |603708      |1000000000                |0
B880000384  |1     |B880000384 |603716      |1000000000                |0
B880000384  |1     |B880000384 |603717      |1000000000                |0
B880000384  |1     |B880000384 |603718      |1000000000                |0
B880000384  |1     |B880000384 |603726      |1000000000                |0
B880000384  |1     |B880000384 |603727      |1000000000                |0
B880000384  |1     |B880000384 |603728      |1000000000                |0
B880000384  |1     |B880000384 |603729      |1000000000                |0
B880000384  |1     |B880000384 |603737      |1000000000                |0
B880000384  |1     |B880000384 |603738      |1000000000                |0
B880000384  |1     |B880000384 |603757      |1000000000                |0
B880000384  |1     |B880000384 |603758      |1000000000                |0
B880000384  |1     |B880000384 |603766      |1000000000                |0
B880000384  |1     |B880000384 |603767      |1000000000                |0
B880000384  |1     |B880000384 |603768      |1000000000                |0
B880000384  |1     |B880000384 |603777      |1000000000                |0
B880000384  |1     |B880000384 |603778      |1000000000                |0
B880000384  |1     |B880000384 |603779      |1000000000                |0
B880000384  |1     |B880000384 |603787      |1000000000                |0
B880000384  |1     |B880000384 |603788      |1000000000                |0
B880000384  |1     |B880000384 |603789      |1000000000                |0
B880000384  |1     |B880000384 |603797      |1000000000                |0
B880000384  |1     |B880000384 |603798      |1000000000                |0
B880000384  |1     |B880000384 |603799      |1000000000                |0
B880000384  |1     |B880000384 |603800      |1000000000                |0
B880000384  |1     |B880000384 |603801      |1000000000                |0
B880000384  |1     |B880000384 |603803      |1000000000                |0
B880000384  |1     |B880000384 |603806      |1000000000                |0
B880000384  |1     |B880000384 |603808      |1000000000                |0
B880000384  |1     |B880000384 |603811      |1000000000                |0
B880000384  |1     |B880000384 |603816      |1000000000                |0
B880000384  |1     |B880000384 |603817      |1000000000                |0
B880000384  |1     |B880000384 |603818      |1000000000                |0
B880000384  |1     |B880000384 |603819      |1000000000                |0
B880000384  |1     |B880000384 |603822      |1000000000                |0
B880000384  |1     |B880000384 |603823      |1000000000                |0
B880000384  |1     |B880000384 |603826      |1000000000                |0
B880000384  |1     |B880000384 |603828      |1000000000                |0
B880000384  |1     |B880000384 |603833      |1000000000                |0
B880000384  |1     |B880000384 |603838      |1000000000                |0
B880000384  |1     |B880000384 |603839      |1000000000                |0
B880000384  |1     |B880000384 |603843      |1000000000                |0
B880000384  |1     |B880000384 |603855      |1000000000                |0
B880000384  |1     |B880000384 |603858      |1000000000                |0
B880000384  |1     |B880000384 |603859      |1000000000                |0
B880000384  |1     |B880000384 |603861      |1000000000                |0
B880000384  |1     |B880000384 |603866      |1000000000                |0
B880000384  |1     |B880000384 |603868      |1000000000                |0
B880000384  |1     |B880000384 |603869      |1000000000                |0
B880000384  |1     |B880000384 |603877      |1000000000                |0
B880000384  |1     |B880000384 |603878      |1000000000                |0
B880000384  |1     |B880000384 |603879      |1000000000                |0
B880000384  |1     |B880000384 |603881      |1000000000                |0
B880000384  |1     |B880000384 |603883      |1000000000                |0
B880000384  |1     |B880000384 |603885      |1000000000                |0
B880000384  |1     |B880000384 |603886      |1000000000                |0
B880000384  |1     |B880000384 |603887      |1000000000                |0
B880000384  |1     |B880000384 |603888      |1000000000                |0
B880000384  |1     |B880000384 |603889      |1000000000                |0
B880000384  |1     |B880000384 |603896      |1000000000                |0
B880000384  |1     |B880000384 |603898      |1000000000                |0
B880000384  |1     |B880000384 |603899      |1000000000                |0
B880000384  |1     |B880000384 |603900      |1000000000                |0
B880000384  |1     |B880000384 |603901      |1000000000                |0
B880000384  |1     |B880000384 |603903      |1000000000                |0
